customer_id,customer_name,region,age,income
21691,Mark Shannon,South,48,48252
21692,Sara Evans,North,58,82874
21693,Alyssa Middleton,North,37,30351
21694,Michael Bridges,South,53,106535
21695,Manuel Hall,West,69,73067
21697,Jamie Montgomery,West,46,112576
21699,Johnny French,West,55,58914
21700,Susan Camacho,North,61,71067
21702,Patricia Gibson,North,21,85188
21704,Tamara Martin,North,38,77384
21705,Joanna Mcconnell,East,50,113358
21706,Kimberly Hartman,South,26,70620
21707,Frances Roach,North,44,71932
21708,Shelby Phelps,West,28,57493
21709,Linda Castro,North,62,60507
21710,Bryan Price PhD,South,61,79765
21711,Ruben Harrison,South,53,49650
21712,Thomas Gonzalez,East,53,78091
21713,Daniel Burgess,East,68,111094
21714,Deanna Wilkinson,East,61,31652
21715,Linda Simon,East,54,62018
21716,Scott Ortiz,West,43,68281
21717,Rhonda Miller,North,21,113245
21718,Michael Daniels,East,22,106284
21719,Jennifer Murray,South,68,76107
21720,Melissa Lynch DVM,East,37,46665
21721,Jeffrey Knapp,East,25,117771
21722,Brittany Norton,North,59,87163
21723,Melvin Boyd MD,West,57,35042
21724,Paul Garcia,West,39,97278
21725,Stephanie Bailey,South,57,118867
21726,Jennifer Andrews,South,36,39449
21727,Edward Benson,South,59,116065
21729,Melissa Cannon,South,30,107783
21730,Michael Whitaker,South,50,59338
21732,William Koch,West,57,90780
21733,Alan Chavez,West,25,52228
21734,Erin Barnes,East,35,47206
21735,Andre Perry,West,47,90537
21736,Joe Torres,South,33,107959
21738,William Guerrero,East,19,61500
21739,Daniel Fry,East,37,42044
21740,Betty Manning,East,45,78565
21741,Terri Price,North,54,57231
21742,Kevin Ball,East,35,42085
21743,Jackie Harvey,North,22,99406
21744,Trevor Keller,East,56,102338
21745,Peter Rogers,North,39,73542
21746,Michael Fletcher,South,56,65525
21747,Dennis Johnson,North,60,58953
21748,Linda Macias,West,23,67539
21750,Sophia Thompson,East,55,70063
21751,Michael Everett,West,31,83852
21752,Joshua Jenkins,West,70,117329
21753,Timothy Campbell,North,42,93086
21754,Shannon Rocha,East,54,107120
21756,Sean Harris,East,66,95182
21757,Albert Wood,North,36,40308
21758,Ryan Herrera,East,32,30944
21759,Dr. Henry Walls,West,38,104718
21760,Kristen Hartman,North,60,107473
21761,Matthew Barker,North,33,36107
21762,Gavin Welch,North,41,44629
21764,Monica Lozano,East,63,56243
21765,Melanie Koch,South,49,68844
21766,Lisa Fowler,East,21,30308
21767,Nicole Cobb,West,35,54313
21768,Michael Baird,East,40,43389
21769,Amy Phillips,West,48,40789
21770,Traci Noble,East,46,109891
21771,Carrie Smith,North,63,115525
21772,Rhonda Pope,East,41,47499
21773,Charles Maxwell,North,43,35738
21774,Bryan Miller,South,35,110957
21775,John Whitney,South,64,36959
21776,Ryan Anderson,East,39,115996
21777,Ryan Freeman,East,37,60113
21778,John Hayes,North,50,105226
21779,Adam Fowler,North,34,100837
21780,Joseph Frazier,West,48,65137
21782,Kimberly Martinez,West,35,40132
21783,Thomas Archer,East,46,81057
21784,Michael Flores,North,32,109174
21785,Randall Rodriguez,West,39,73334
21786,Jesse Thomas,North,42,107188
21787,James Mcintosh,North,70,35511
21788,Calvin Webb,North,64,82807
21789,Steven Bradley,North,18,117247
21790,Mark Edwards,West,65,49207
21791,Timothy Grant,South,34,49897
21792,Elizabeth Jones,West,39,110421
21793,Rachael Nguyen,North,49,115428
21794,Laurie Shaffer,South,47,103343
21796,Pamela Horne,East,22,67672
21797,Sherry Waters,North,60,92699
21798,Erik Wright,North,55,102305
21799,Jake Cooley,North,46,67392
21800,Melinda Boyd,South,43,50258
21801,Alfred Diaz,South,43,110602
21802,Brian Sullivan,East,52,73754
21803,Marcus Christian,North,32,56004
21804,Scott Perez,South,37,55924
21805,Jon Morris,North,50,90822
21806,Gina Solomon,South,62,56773
21807,Brian Oliver,North,24,69060
21809,Stephanie Alvarez,South,21,70369
21810,William Meyer,West,34,44076
21811,Amanda Torres,West,44,68795
21812,Stephen Price,East,22,32360
21815,Brent Hill,West,44,79774
21816,Jessica Miranda,South,68,87748
21817,Chad Knight,South,20,100455
21818,Taylor Murphy,North,47,67004
21819,Brian King,West,65,56247
21820,Gene Lewis,North,57,81539
21821,Bethany Williams,North,61,85556
21822,Michelle Allison,West,36,33652
21823,Trevor Roberts,North,50,66036
21824,Angela Allen,North,57,103246
21825,Jacqueline Valenzuela MD,West,35,53194
21826,Patricia Ford,South,25,46400
21827,Ryan Reed,North,51,46753
21828,Joseph Bryant,North,35,83721
21829,Lori Kelly,North,54,107602
21830,Megan Fisher,North,50,116728
21831,Theresa Long,West,36,108228
21833,Timothy Pugh,South,55,96657
21834,Shirley Vega,East,32,106027
21835,Todd Dean,South,25,83677
21837,Angelica Shaw,South,61,63387
21838,Michele Mcintyre,North,48,108548
21839,Nicole Harris,West,69,69944
21840,Douglas Hart,North,53,64280
21841,David Peck,South,56,59472
21842,Sheila Burton,West,66,78692
21844,Patricia Vega,North,62,70739
21845,Charles Krause,West,36,75346
21846,Gina Reed,West,62,99850
21847,Daniel Kelley,South,38,98446
21848,Pam Crane,South,54,67908
21849,Gregory Villanueva,West,67,93140
21850,Kathryn Williamson,South,39,61667
21851,Eric Moore,East,44,85826
21852,Alyssa Taylor,South,33,117801
21853,Phyllis Wells,East,29,101784
21854,Lori Jensen,West,27,53503
21855,Tyler Boone,South,29,52334
21856,James Berry,East,27,85060
21857,Jose Phillips,South,68,46016
21858,Elizabeth Curry,West,25,52134
21859,Aaron Kelly,North,58,93649
21860,Margaret Carter,East,36,112767
21861,Ms. Jenna Bradley,North,65,51889
21862,Kayla Cannon,East,64,59613
21863,Julia Howard,West,70,84770
21864,Lori Thompson,North,26,65462
21865,Mike Mcdonald,North,29,50064
21866,Samantha Bell,West,33,52876
21867,Michele Martinez,North,65,110349
21868,Melissa Valdez,North,58,89273
21869,David Escobar,East,40,73014
21870,Joan Marshall,North,22,110656
21871,Tiffany Neal,East,62,118935
21872,Eric Wu,North,39,109158
21873,Mary Rodriguez,East,68,111162
21874,Emily Davis,West,56,56316
21875,Diamond Berry,East,19,48632
21876,Linda Gonzalez,North,27,66736
21877,Scott Spence,East,51,82058
21879,Amy Kane,West,35,110308
21880,Erica Chaney,South,55,57930
21881,Henry Rodriguez,East,70,100559
21882,Daniel Hernandez,North,34,82604
21883,Daniel Giles,North,37,65353
21884,Stanley Patton,West,24,84829
21885,Sarah Kaiser,North,62,117749
21886,Lisa Esparza,North,33,60674
21887,Olivia Callahan,North,51,79898
21888,Yesenia Scott,North,45,48110
21889,Anthony Wall,East,33,42369
21890,John Cook,West,29,43470
21891,Melissa Scott,South,41,34292
21894,Tiffany Ferguson,North,64,82819
21895,Teresa Bullock,East,64,35199
21896,Brandi Snyder,East,49,70322
21897,Terri Garcia,North,60,102709
21899,Christina Chavez,West,32,105989
21900,Robert Koch,East,53,62421
21901,Gina Brady,West,58,97112
21902,Dustin Bullock,North,32,44639
21903,Kristi Rose,East,33,48202
21904,Peter Edwards,South,49,94433
21905,Chelsea Johnson,East,45,40679
21906,Laurie Morgan,West,36,73233
21907,Heather Prince,East,54,48194
21908,Dakota Cook,North,21,40775
21909,Jessica Wilson,West,42,39387
21910,Susan Quinn,South,38,49036
21912,Lauren Williamson,South,37,91926
21914,Allison Dixon,East,27,100424
21915,Tonya Kelly,West,32,49116
21916,Kerry Reilly,North,51,110044
21917,Edward Cox,West,43,118615
21918,Debbie Crawford,North,34,64796
21919,Jeffrey Castillo,West,27,73776
21920,Cheryl Ross,West,36,64419
21921,Mrs. Ariana Kennedy DDS,East,66,45039
21922,Cheryl Branch,West,23,108629
21923,Christina Terry,North,62,90029
21924,Robert Glover,North,28,68687
21925,Martha West,East,53,37873
21926,Stephen Torres,East,47,39746
21927,Tanya Schneider,North,32,82393
21929,Pamela Davis MD,North,26,73983
21930,Mitchell Arnold,West,45,38671
21931,Melinda Brown,West,28,96477
21933,John Alvarez,South,43,67846
21934,Justin Ferrell,East,33,43382
21935,Stephanie Wilcox,East,36,36609
21936,Nicole Morris,East,30,42668
21938,Trevor Shaffer,North,40,108925
21939,Chelsea Patrick,East,40,79400
21940,Paul Sharp,East,64,92127
21941,William Henson,East,69,53427
21942,Shane Murphy,South,25,57625
21943,Timothy Henry,North,66,34617
21944,Tamara Carter,North,33,110173
21946,Donald Guerra,North,23,87982
21947,Marie Cook,North,68,101111
21948,Brian Graham,South,32,83802
21949,Jennifer Potter,North,27,87797
21951,Kathryn Jenkins,East,39,89224
21952,Kimberly Valenzuela,East,18,63158
21954,Billy Lowery,South,30,66729
21955,Brenda Martinez,North,42,105072
21956,Abigail Camacho,North,50,49150
21957,Kimberly Kelley,North,65,48402
21958,Anthony Williams,North,44,90866
21959,Mitchell Gonzalez,South,53,117418
21960,Michele Greene,West,50,31383
21961,Jon Malone,East,32,63428
21964,David Estrada,North,28,84949
21965,George Haney,South,20,61097
21966,Kurt Shepherd,West,30,105298
21967,Juan Mclean,South,68,106536
21969,Sherri Nolan,East,65,54364
21970,Jacob Cox,North,52,59834
21971,David Serrano,West,21,74126
21972,Yolanda Martinez,East,64,60940
21973,Jessica Robertson,East,65,106585
21974,Christopher Vargas,South,56,86502
21975,Katherine Vargas,South,47,72390
21976,Justin Dickerson,West,57,115722
21978,Mark Grimes,West,21,91996
21979,Donald Bishop,West,59,96651
21980,Willie Finley,West,45,95769
21981,Mary Robinson,East,31,74223
21982,Rebecca Newton,South,19,36810
21984,Tracy Nelson,South,53,119390
21985,Dr. Anthony Clay,North,28,75186
21986,Tiffany Cobb,East,38,30042
21987,Patricia Love,South,19,68345
21989,Lori Johnson,North,47,104801
21991,Natalie Zavala,East,69,60648
21992,Leslie Hanson,North,47,35823
21993,Paige Cannon,North,63,64449
21994,Briana Barber,West,37,106515
21997,Alan Boone Jr.,East,69,62766
21998,Jaime Porter,North,37,67325
22000,Luke Wade,East,24,74998
22001,Cory Morales,South,24,33289
22002,Brianna Thompson,West,52,48551
22003,Richard Simmons,South,49,55647
22004,Carolyn Jackson,East,35,43064
22006,Mr. James Hart,East,27,66450
22007,Jacob Lopez,East,28,41976
22008,Joel Garcia,South,34,73707
22009,Susan Soto,West,26,105022
22010,Charles Mora,West,26,40714
22011,Nathaniel Hill,East,20,83553
22012,Leslie Foster,North,56,32595
22014,James Bishop,South,18,55466
22015,Deborah Gallagher,East,70,43691
22017,Angela Taylor,East,38,98866
22018,Steven Young,West,65,105812
22019,Mary Gutierrez,South,55,30378
22020,Glenn Dennis,East,35,45351
22021,James Perkins,West,62,99735
22022,Michael Pitts,West,44,94885
22024,Kristen Sanchez,East,31,35563
22025,Laura Short,South,39,50191
22026,Alex Riddle,East,37,41688
22027,Andrew Lucero,East,35,67975
22028,Elizabeth Gilbert,West,38,75269
22029,Craig Ibarra,South,67,75422
22030,Robert Ward,South,25,108616
22031,Felicia Rivera,North,32,51988
22032,Katherine Gomez,North,19,93163
22034,Ashley West,North,29,35744
22035,Teresa Davidson,North,34,105013
22037,Kendra Smith,East,67,91796
22038,Tamara Fox,South,27,80828
22039,Eric Underwood,East,37,78367
22040,Monique Curry,West,18,101166
22041,Rose Sosa,South,46,56521
22042,Adam Fitzgerald,East,50,66203
22043,Timothy Roberts,North,38,41501
22044,John Zavala,East,68,119340
22045,Brittney Hunt,West,57,94279
22046,Jacob Scott,East,28,90352
22047,Jennifer Bush,East,46,104347
22048,Timothy Maddox,West,36,103610
22049,Richard Davis,North,63,112286
22051,Glenn Thompson,West,35,61541
22053,Nancy Cunningham,South,36,43046
22054,John Morton,North,64,61877
22055,Kathryn Brown,East,20,105176
22056,Ronald Garcia,East,33,33175
22057,Melissa Avila,West,40,84383
22058,Lisa Parks,East,63,106404
22059,Tamara Shannon,North,66,51539
22060,Anne Collins,South,49,83945
22061,Sean Robinson,South,50,103377
22063,Karen Grant,East,68,75939
22064,Darren Webb,East,56,41055
22065,James Ramsey,East,50,57171
22066,Caitlin Cook,East,24,78676
22067,Henry Contreras,South,59,66846
22068,Christine Wright,West,33,115688
22069,Veronica Moore,South,19,50166
22070,Jordan Hensley MD,South,31,46955
22071,Lydia Flores,West,43,102848
22072,Benjamin Lopez,East,27,83855
22073,Breanna Ibarra,West,59,109684
22074,Kim Suarez,South,65,111032
22075,Erin Reynolds,West,45,67394
22078,Adam Martinez,West,24,115905
22080,Sheri Levy,North,67,113750
22081,Tammy Murray,North,68,33274
22082,Megan Schmidt,North,60,87775
22084,Brittany Ramirez,South,20,95382
22085,Miranda Middleton,West,33,115621
22087,Jenna Roth,West,58,42236
22088,Wayne Boyer,West,19,98218
22089,Randy Taylor,West,24,102910
22090,Anthony Rhodes,East,18,84520
22091,James Vasquez,East,20,104289
22092,Dylan Davidson,East,27,94129
22093,Patrick Alexander,West,56,39533
22094,Joshua Ellis,North,33,68694
22095,Christian Maxwell,South,68,71688
22096,Joseph Duncan,South,19,51631
22097,Veronica Poole,East,46,75868
22098,Karla Hall,East,36,77542
22099,Russell Jordan,West,32,54893
22100,Alejandro Lopez,West,65,68143
22101,Frank Brock,South,34,40727
22102,Jennifer Coleman,West,28,76743
22103,Jonathan Franklin,East,49,92283
22104,Ashley Hatfield,East,34,112650
22105,Amanda Holmes,East,21,100140
22107,Teresa Herrera DVM,West,64,110528
22108,Ricky Odonnell,North,36,62465
22109,Robert Maldonado,West,30,66739
22110,Brandi Wright,North,70,54400
22113,Dale Davis,East,33,37039
22114,Marcus Ruiz,North,42,41428
22115,Eric Mora,East,23,81164
22117,Jason Shaw,West,22,44426
22118,Leonard Elliott,East,37,70666
22119,Angela Dunlap,East,48,75446
22121,Debbie Frazier,North,53,66125
22122,Timothy Thomas,North,32,113551
22123,John Young,North,31,82597
22125,Daniel Higgins,North,58,33256
22126,Dr. Isaac Trujillo,North,53,45119
22127,Anthony Pena,East,29,108438
22128,Caitlin Garrison,South,61,111436
22130,Briana Wood,West,62,98190
22132,Ryan Castillo,West,20,34777
22133,Lauren Deleon,South,52,75738
22134,Valerie Martin,West,61,82916
22136,Kevin Alvarez,North,32,90635
22137,Emily Guzman,South,70,72289
22138,Amanda Perez,East,33,38792
22139,Brittany Dunn PhD,East,22,68716
22140,Derrick Pham,East,44,57053
22141,Alexis Walls,West,33,118580
22142,Melissa Newman,North,61,45753
22143,Gregory Dickerson,West,26,44458
22145,Amber Taylor,South,27,81927
22146,Kristy Velez,East,28,91880
22147,Haley Velasquez,North,18,40157
22148,Brittany Day,West,18,48836
22149,Kimberly Hicks,West,37,45956
22150,Andrew Olsen,West,20,65876
22151,Natasha Walker,East,69,84032
22152,Carol Lawson,North,31,31590
22153,Gabriela Garner,South,61,83866
22154,Laura Davis,South,33,76234
22155,Harry Macias,East,67,55373
22157,Anthony Graves,North,60,41090
22159,Mary Gibson,North,41,96132
22160,Brooke Phillips,West,39,56346
22161,Yvonne Brown,North,70,91121
22162,Ryan Murphy,North,31,90341
22163,Joe Matthews,West,40,45847
22164,Xavier Garcia,East,68,101099
22165,Aaron Johnson,East,26,38525
22166,Christina Dawson,North,31,114380
22167,Kendra Gregory,South,55,77031
22168,Emily Dunlap,North,52,95430
22169,Holly Herrera,South,37,80314
22170,Zachary Knight,East,27,117881
22171,Lauren Wilson,North,55,70897
22172,Jonathan Martin,North,58,60669
22173,Raymond Robertson,North,39,41360
22174,Jesse Brown,North,46,71705
22175,William Moody,East,45,116383
22176,Willie Roberts,North,22,55284
22177,Julie Zimmerman,South,69,93944
22180,Terri Jones,North,60,103742
22183,Thomas Morris,South,62,106921
22185,Christopher Daniels,South,28,41430
22186,Shannon Caldwell,West,36,45437
22187,Scott Shelton,North,25,90688
22188,Allison Moore,South,55,76175
22189,Stephanie Wagner,North,32,39686
22190,Danielle Chase,West,27,76215
22191,Garrett Oconnor,East,39,43159
22192,Michelle Gonzalez,East,33,116697
22193,Kelly Wells,East,48,54146
22194,John Barton,North,40,32406
22195,Shawn Ortiz,East,38,97426
22196,Paul Guerrero,East,58,78800
22197,Cassie Johnson,West,58,35131
22199,Rebecca Alvarez,East,30,106935
22200,Amy Montgomery,East,64,84413
22201,Joy Finley,North,63,38985
22202,William Gonzalez,West,28,74836
22203,Steven Love,East,63,105308
22204,Mrs. Kathy Pratt MD,North,32,36622
22205,Scott Wise,South,70,83339
22206,Patricia Rivera,West,68,89469
22207,Bridget Peters,West,46,82483
22208,Jacob Walsh,South,28,30185
22209,Lorraine Rodriguez,South,61,37061
22210,Heather Johnson,South,30,103244
22212,Stephen Freeman,South,32,62633
22214,Chelsea Grant,South,20,45856
22215,Lauren Pierce,South,19,57229
22216,Frances Reid,East,50,87501
22217,John Chen,East,65,95982
22218,Terry Jennings,South,54,43791
22220,Brendan Flores,West,46,63876
22221,Emily Terrell,South,38,78039
22222,Louis Singh,South,53,39872
22224,Katie Avila,South,27,99219
22225,Angela Pennington,West,51,38483
22226,Yolanda Olson,East,19,63211
22227,William Foster,South,38,114466
22228,Matthew Hamilton,East,21,106128
22229,Anthony Figueroa,West,21,94210
22230,Leah Rivera,West,35,84410
22231,Melanie Mahoney,North,45,43503
22232,Robert Thompson,East,55,89464
22233,Bethany Jensen,North,23,116689
22235,Robert Parker,North,22,109122
22237,William Wright,North,41,89214
22238,Collin Myers,East,20,73387
22239,Janet Cooper,East,47,80526
22240,Nicholas Garcia,East,43,95159
22241,Taylor Evans,North,64,88051
22243,Denise Marks,West,19,69075
22244,Mario Fritz,East,47,104669
22245,Omar Alvarado,South,29,73495
22246,Mr. Nathan Smith MD,East,38,46407
22247,Andrew Horton,South,56,67373
22248,Mark Greene,West,53,79881
22250,Micheal Ingram,South,24,80393
22251,Lisa Lloyd,East,48,55592
22252,Tyler Gordon,East,43,99132
22253,Julia Solis,West,64,79725
22254,David Black,West,46,71575
22255,Carol Wiggins,East,65,41170
22256,Diane Cox,East,43,108987
22257,Grace Ramirez,South,47,109506
22258,Brandon Todd,South,61,59740
22259,Jennifer Tran,South,61,43842
22260,Alexandra Schmidt,East,61,93156
22261,Briana Mcclure,West,30,53479
22262,Derek White,West,23,69808
22263,Valerie Little,South,46,55838
22264,Susan Wilkinson,West,58,83760
22265,Renee Pearson,North,42,60747
22266,Emily Richardson,East,22,83630
22267,Tracy White,West,63,82811
22268,Antonio Huynh,West,50,102980
22269,Angela Christian,South,42,46172
22270,Pamela Suarez,South,61,45709
22271,Scott Jimenez,West,56,80145
22272,Anthony Wagner,West,30,78796
22273,Daniel Harrison,West,51,50168
22275,Claudia Cohen,East,36,107093
22277,Dr. Johnny Miller,West,57,38998
22279,Chad Sullivan,West,33,59315
22280,Jonathan Vaughn,East,62,77444
22282,Shane Reed,South,31,56539
22283,Shelby Ryan,North,19,97253
22284,Kevin Carey,West,25,102228
22285,Peter Brown,South,66,31998
22286,William Wagner,East,39,102977
22287,Jacob Day,West,36,110514
22288,Kathryn Cook,East,41,65022
22289,Lisa Sanchez,West,39,99980
22290,David Ortiz,North,45,90991
22291,Summer Sanchez,North,36,31553
22292,Tanya Ramirez,East,43,54585
22293,Carol Santiago,South,46,100685
22294,David Klein,South,29,117810
22295,Maria Wagner,East,65,46175
22297,Erica Oconnor,East,42,66414
22298,Nicole Salazar,East,64,102375
22299,Jennifer Manning,North,29,118591
22300,Lee Dickson,North,53,40255
22301,Chelsea Ortiz,South,57,31384
22302,Mr. Micheal Black,West,40,59473
22303,Kendra Cox,West,37,86126
22304,Kevin Garcia,West,62,36057
22305,Alexandra Anderson,West,59,72682
22306,Stephen Arroyo,North,39,57631
22307,Nicole Phillips,South,22,68137
22308,Brittany Gamble,East,67,64769
22309,Amy Flores,East,57,109716
22310,Maria Shah,East,46,35813
22311,Jessica Campbell,North,41,111164
22312,Danielle Anderson,North,51,38997
22313,Kelly Scott,West,61,36941
22314,Mr. Jason Chase,North,65,42189
22315,Colleen Beard,North,48,84125
22316,Mr. Richard Gallegos,East,56,61329
22317,Tammy Rollins,West,21,42668
22318,Mario Burns,East,63,104998
22319,Jason Cervantes,South,45,35712
22320,Anna Poole,East,70,95080
22321,Julie Russell,East,43,38272
22322,Miguel Fox,East,49,39392
22324,Christopher Ewing,South,32,69913
22325,Nicole Gaines,South,24,47236
22326,Rita Payne,South,36,48488
22327,Lori Perkins,South,59,97516
22328,Deborah Guerrero,East,70,100453
22329,Jacob Turner,North,60,87259
22330,Ryan Patton,West,64,114359
22331,Veronica Brown,South,64,57837
22332,Jason Heath,North,27,52412
22333,Evan Mccarthy,East,32,105718
22334,Kevin Hunt,East,53,101195
22335,Todd Smith,South,38,111120
22337,Angela Bartlett,North,67,54253
22338,Jason Owens,West,37,101136
22339,Daniel Campbell,North,50,78811
22340,Gary Davidson,South,19,106173
22341,Casey Taylor,South,46,92139
22342,Michael Harvey,West,54,115799
22343,James Nguyen,South,52,93454
22344,Jonathan Whitaker,East,18,84057
22345,Lonnie Oliver,West,57,109931
22346,Erin Chambers,West,31,112643
22348,Gregory Gomez,East,51,30327
22349,Kari Robinson,South,56,44303
22350,Miguel Juarez,South,29,102624
22352,Patricia Smith,West,27,46809
22353,Jimmy Tran,South,41,90239
22354,Keith Lee,East,58,85380
22355,Roger Porter,North,38,36497
22356,Anthony Dalton,North,69,39759
22357,Briana Gilbert,East,20,69305
22358,Heidi Bonilla,West,51,41011
22359,Luis Gomez,West,51,56163
22360,Jeremy Whitehead,North,60,53247
22361,Christine Robbins,South,32,71934
22363,Jamie Day,North,53,42704
22364,Chelsea Salazar,South,37,64982
22365,Michael Taylor,South,41,80193
22366,Jamie Vaughan,West,40,101444
22367,Anita Lopez,East,41,86043
22368,Daisy Nicholson,South,48,71220
22369,Mary Nunez,West,49,99202
22370,Richard James,East,25,34891
22371,Jason Cunningham,East,42,65739
22372,Hector Martin,East,60,103883
22373,Brianna Patel,West,35,50720
22374,Mrs. Vicki Burns,North,62,110418
22375,Stephanie Lewis,North,35,91379
22376,Marco Bird,West,41,112766
22377,John Andrews,West,53,75132
22379,Sherri Cox,East,51,44326
22380,Anthony Martinez,South,21,88648
22381,Dennis Jensen,North,29,113274
22383,Jacob Sellers,North,38,78848
22384,Marcus Farmer,East,67,96439
22385,Kayla Mueller,East,34,107674
22386,Stephanie Collins,North,50,42939
22387,Mrs. Elaine Boyer,South,70,95104
22389,Catherine Roy,West,34,115558
22390,Barbara Henry,South,40,65234
22391,Pamela Manning,East,18,53538
22392,Brian Pollard,South,38,105769
22393,Thomas Larson,East,53,98269
22394,Tanya Ward,East,45,91437
22395,Rose Smith,West,61,75995
22396,Hannah Flores,South,52,50821
22398,Lauren Rodriguez,West,63,55951
22399,Tracy Hicks,South,20,104503
22400,Natasha Russell,West,22,89327
22401,Michael Burke,South,22,108215
22402,Dustin Mcdaniel,East,49,110191
22404,Catherine Joseph,South,48,111834
22406,Casey Phillips,North,28,91491
22407,Wesley Santos,North,43,108786
22408,Mark Stout,West,53,32598
22409,Katherine Mccarty,North,25,82373
22410,Alexander Calhoun,South,69,67890
22411,Erika Fleming,East,26,58903
22412,Rebecca Hill,South,55,78637
22414,Benjamin Chapman,North,52,79622
22416,Zachary Coleman,East,30,62717
22417,Susan Vargas,South,20,50595
22418,Shawn Sanchez,North,48,43560
22419,Crystal Alexander,West,38,102519
22420,Joyce Caldwell,East,34,71737
22421,Karen Green,South,55,98297
22422,Alicia Aguirre,East,47,74304
22423,Karen Pratt,West,58,104949
22425,Lisa Hicks,North,54,91147
22426,Alyssa Johnson,East,48,119706
22427,James Lee,South,69,101126
22428,Larry Butler,West,60,112517
22429,Bethany Richardson,West,27,70649
22431,Anthony Patel,East,21,82758
22433,Kaitlyn Bell,West,40,103907
22435,Johnny Trujillo,West,32,44913
22436,Alyssa Walker,East,52,47118
22437,Mariah Holland,West,63,69063
22438,Julie Martin,North,31,55758
22439,Sheila Guerrero,East,18,90825
22440,Elizabeth Anderson,East,21,36009
22441,Emily Alvarado,East,68,49648
22443,Darren Osborn,North,43,68896
22444,Austin Rios,West,40,87021
22445,Courtney Simon,West,28,52202
22446,Taylor West,North,47,86240
22447,Michael Crane,North,70,87024
22448,Nathaniel Brown,North,43,56659
22450,Daniel Guerrero,West,25,30175
22451,Cheryl Charles,West,58,45592
22452,Amanda Chandler,West,42,72671
22453,Holly Dennis,East,70,67612
22454,Heather Baker,East,29,38147
22455,Terri Paul,North,54,52536
22458,Erin Houston,South,41,107003
22459,Xavier Patterson,South,34,84569
22460,Deborah Jones,West,32,96305
22461,Angela Contreras,South,31,60469
22462,Lance Johnson,East,53,107830
22463,Joanne Love,East,56,96400
22464,Luke Schultz,East,41,119220
22465,Sherry Dickson,East,23,104069
22466,Kenneth Cummings,North,32,118768
22468,Christina Pearson,South,37,78861
22469,Jonathan Marquez,East,36,33615
22470,Sara Hernandez,East,62,97372
22471,Megan Frazier,South,32,54652
22472,Meghan Miller,East,42,48376
22473,Jeffrey Erickson,West,35,46094
22474,William Andrews,South,34,61219
22477,Catherine Lang,North,24,106077
22478,James Wilkins,West,25,57533
22479,Paul Jordan,West,66,110267
22481,Vincent Harvey,East,54,65908
22483,Stephen Green,West,65,79529
22484,Jessica Moss,South,23,32918
22485,Ashley Allen,West,64,119532
22486,Jennifer Garrett,North,37,63260
22487,Stephanie Hall,North,67,79402
22490,Cynthia Odonnell,North,35,94820
22491,Marissa Graves,South,20,97722
22492,Lawrence Jordan,North,62,117910
22493,Jennifer Kelley,West,45,104420
22494,Carol Burke,West,55,84002
22495,Jeremy Miller,North,39,90726
22496,Emily Lewis,South,58,78929
22498,Stephanie Kelley,South,37,108428
22499,Megan Dyer,East,60,58884
22501,Jeff Ortiz,North,47,56915
22502,Sara Burke,North,64,82897
22505,Diana Smith,West,33,54212
22508,Raymond Carter,West,47,33928
22509,Courtney Caldwell,South,66,50801
22510,David Shaffer,West,30,118338
22511,Cassandra Powell,South,67,52858
22512,Nicole Page,South,70,64371
22513,Susan Beasley,West,19,114838
22515,William Smith,East,52,87804
22516,Dennis Jordan,East,39,80786
22517,Russell Gutierrez,West,28,85588
22518,Dustin Warner,East,48,118636
22519,Carlos Parrish,East,67,66835
22520,Timothy Smith Jr.,North,58,92945
22521,Rachel Barker,North,33,35587
22522,Mary Malone,North,59,69884
22524,Alicia Mason,South,31,103924
22525,Erika Atkins,North,62,40221
22527,Jessica Hammond,North,18,65508
22528,Daniel Gonzales,South,20,36590
22529,Timothy Wells,East,21,38333
22530,Kelli Coleman,North,60,43339
22531,Katherine Booker,North,43,59764
22532,Eric Wilkinson,West,29,50415
22533,Susan Hayes,East,20,63877
22535,Crystal Turner,East,30,85331
22536,William Nichols,West,21,108454
22537,Scott Gray,South,40,56686
22538,Cassandra Ross,North,22,37321
22539,Peter Williams,East,69,88831
22540,Darlene Fox,East,28,112047
22541,Kaitlyn Baldwin,South,35,71406
22542,Gavin Rodriguez,East,24,79861
22543,Luis Herman,North,63,66959
22544,Christine Sandoval,North,37,91906
22545,Ashlee Burns,South,51,51723
22546,Lisa Black,West,50,55811
22547,Connor Stanton,South,33,100866
22548,Michele Decker,West,45,74271
22549,Lisa Morgan,West,30,62934
22550,Andrew Rodriguez,East,62,100928
22551,Evan King,West,58,98780
22553,Kaitlyn Jackson,West,69,37441
22554,Jordan Davis,North,26,64323
22555,Erica Lopez,West,70,52999
22556,Matthew Cooper,East,25,58115
22557,Laurie Anderson,East,66,63708
22558,Paul Irwin,South,68,38283
22559,Sharon Zimmerman,North,32,72160
22560,Mrs. Jessica Nunez,West,43,110349
22562,Ronald Ochoa,East,21,112930
22563,Laura Vance,South,49,72857
22564,Susan Best,East,26,53908
22565,Noah Scott,West,27,46554
22566,Lisa Gray,South,62,46941
22568,Lisa Valdez,South,38,54495
22569,Debbie Barron,West,58,44389
22570,Kerry Barnes,West,23,35751
22571,Tina Ortiz,North,34,79214
22572,Ashley Elliott,West,30,76763
